filename,xmin,ymin,xmax,ymax,class
./data/images/000000007954.jpg,336,446,381,480,bird
./data/images/000000007954.jpg,212,155,219,169,bird
./data/images/000000007954.jpg,235,199,257,236,bird
./data/images/000000007954.jpg,227,276,289,312,bird
./data/images/000000008027.jpg,189,261,446,452,bird
./data/images/000000008188.jpg,166,212,190,231,bird
./data/images/000000008665.jpg,266,218,547,416,bird
./data/images/000000009041.jpg,168,105,241,157,bird
./data/images/000000009041.jpg,358,10,399,43,bird
./data/images/000000009041.jpg,77,151,162,250,bird
./data/images/000000009041.jpg,334,90,367,149,bird
./data/images/000000009041.jpg,151,108,222,199,bird
./data/images/000000009041.jpg,346,91,428,133,bird
./data/images/000000009041.jpg,215,79,283,120,bird
./data/images/000000009041.jpg,248,27,287,67,bird
./data/images/000000009041.jpg,225,39,250,91,bird
./data/images/000000009041.jpg,99,100,156,156,bird
./data/images/000000009041.jpg,398,67,436,106,bird
./data/images/000000009041.jpg,414,49,473,83,bird
./data/images/000000009041.jpg,353,58,385,91,bird
./data/images/000000009041.jpg,68,7,478,268,bird
./data/images/000000009112.jpg,391,361,408,382,bird
./data/images/000000009112.jpg,416,356,429,378,bird
./data/images/000000009112.jpg,256,395,285,413,bird
./data/images/000000009112.jpg,185,387,206,404,bird
./data/images/000000009112.jpg,361,351,378,366,bird
./data/images/000000009112.jpg,309,356,321,378,bird
./data/images/000000009142.jpg,193,201,339,350,bird
./data/images/000000009145.jpg,231,89,437,202,bird
./data/images/000000009145.jpg,143,77,267,201,bird
./data/images/000000009474.jpg,110,49,299,418,bird
./data/images/000000009553.jpg,267,137,613,332,bird
./data/images/000000009640.jpg,149,136,311,287,bird
./data/images/000000009640.jpg,129,365,377,581,bird
./data/images/000000009668.jpg,266,211,313,248,bird
./data/images/000000009695.jpg,250,180,274,217,bird
./data/images/000000009695.jpg,301,240,325,273,bird
./data/images/000000009707.jpg,345,171,363,187,bird
./data/images/000000009707.jpg,157,91,198,108,bird
./data/images/000000009707.jpg,563,119,600,152,bird
./data/images/000000009707.jpg,400,65,431,92,bird
./data/images/000000009707.jpg,468,88,494,123,bird
./data/images/000000009707.jpg,390,117,444,144,bird
./data/images/000000009707.jpg,535,45,572,63,bird
./data/images/000000009707.jpg,476,138,506,163,bird
./data/images/000000009707.jpg,273,227,316,247,bird
./data/images/000000009707.jpg,324,156,364,189,bird
./data/images/000000009707.jpg,219,217,259,223,bird
./data/images/000000009707.jpg,387,142,432,157,bird
./data/images/000000009836.jpg,231,555,260,588,bird
./data/images/000000009845.jpg,220,121,316,185,bird
./data/images/000000009845.jpg,164,136,212,181,bird
./data/images/000000009865.jpg,277,108,485,433,bird
./data/images/000000010445.jpg,391,0,423,39,bird
./data/images/000000010471.jpg,97,294,122,327,bird
./data/images/000000010471.jpg,604,306,633,328,bird
./data/images/000000010681.jpg,174,37,236,85,bird
./data/images/000000011052.jpg,122,400,256,475,bird
./data/images/000000011495.jpg,193,0,383,236,bird
./data/images/000000011495.jpg,224,244,390,372,bird
./data/images/000000011766.jpg,85,117,386,475,bird
./data/images/000000011788.jpg,540,131,554,142,bird
./data/images/000000012115.jpg,436,34,461,51,bird
./data/images/000000012115.jpg,275,51,302,84,bird
./data/images/000000012115.jpg,503,36,522,57,bird
./data/images/000000012115.jpg,577,19,609,48,bird
./data/images/000000012115.jpg,279,30,326,100,bird
./data/images/000000012115.jpg,0,358,8,371,bird
./data/images/000000012115.jpg,48,361,57,372,bird
./data/images/000000012115.jpg,410,269,435,299,bird
./data/images/000000012230.jpg,195,117,234,160,bird
./data/images/000000012230.jpg,457,115,508,182,bird
./data/images/000000012230.jpg,439,156,471,176,bird
./data/images/000000012281.jpg,236,47,411,347,bird
./data/images/000000012464.jpg,98,41,292,356,bird
./data/images/000000012464.jpg,257,66,376,299,bird
./data/images/000000012547.jpg,193,364,234,399,bird
./data/images/000000012547.jpg,216,314,248,335,bird
./data/images/000000012547.jpg,256,320,284,344,bird
./data/images/000000012547.jpg,214,336,232,358,bird
./data/images/000000012547.jpg,525,310,565,331,bird
./data/images/000000012647.jpg,140,267,262,344,bird
./data/images/000000012647.jpg,145,314,202,425,bird
./data/images/000000012754.jpg,49,446,146,601,bird
./data/images/000000012805.jpg,460,37,542,140,bird
./data/images/000000012959.jpg,366,154,408,214,bird
./data/images/000000013040.jpg,150,131,210,205,bird
./data/images/000000013230.jpg,300,89,303,93,bird
./data/images/000000013230.jpg,303,91,306,93,bird
./data/images/000000013230.jpg,312,91,316,95,bird
./data/images/000000013230.jpg,308,91,311,93,bird
./data/images/000000013671.jpg,344,57,458,90,bird
./data/images/000000013671.jpg,360,79,367,86,bird
./data/images/000000013754.jpg,336,225,355,261,bird
./data/images/000000013986.jpg,237,41,341,383,bird
./data/images/000000014432.jpg,103,64,413,179,bird
./data/images/000000014628.jpg,492,391,550,426,bird
./data/images/000000014713.jpg,112,236,126,260,bird
./data/images/000000014728.jpg,379,134,523,232,bird
./data/images/000000014854.jpg,84,141,140,191,bird
./data/images/000000014854.jpg,294,149,339,202,bird
./data/images/000000014854.jpg,507,84,544,130,bird
./data/images/000000014854.jpg,526,195,617,263,bird
./data/images/000000014854.jpg,494,155,551,216,bird
./data/images/000000014854.jpg,629,79,640,102,bird
./data/images/000000014861.jpg,230,382,256,409,bird
./data/images/000000014861.jpg,216,342,243,364,bird
./data/images/000000015016.jpg,323,145,435,236,bird
./data/images/000000015113.jpg,210,54,332,281,bird
./data/images/000000015260.jpg,169,30,270,113,bird
./data/images/000000015329.jpg,345,265,448,372,bird
./data/images/000000015518.jpg,267,128,342,194,bird
./data/images/000000015518.jpg,468,162,506,186,bird
./data/images/000000015518.jpg,496,130,564,180,bird
./data/images/000000015518.jpg,403,140,468,172,bird
./data/images/000000015518.jpg,462,106,526,129,bird
./data/images/000000015518.jpg,492,173,526,203,bird
./data/images/000000015681.jpg,206,75,348,329,bird
./data/images/000000016408.jpg,218,140,376,274,bird
./data/images/000000016599.jpg,268,264,276,271,bird
./data/images/000000016775.jpg,94,242,106,263,bird
./data/images/000000016957.jpg,540,253,568,264,bird
./data/images/000000017055.jpg,420,56,472,203,bird
./data/images/000000017055.jpg,150,248,249,390,bird
./data/images/000000017095.jpg,420,254,521,349,bird
./data/images/000000017260.jpg,226,182,247,200,bird
./data/images/000000017260.jpg,597,274,636,297,bird
./data/images/000000017260.jpg,412,128,452,150,bird
./data/images/000000017260.jpg,463,175,495,194,bird
./data/images/000000017260.jpg,463,202,505,217,bird
./data/images/000000017260.jpg,487,228,518,244,bird
./data/images/000000017260.jpg,376,211,411,228,bird
./data/images/000000017260.jpg,328,214,358,233,bird
./data/images/000000017260.jpg,559,235,592,257,bird
./data/images/000000017260.jpg,296,158,335,179,bird
./data/images/000000017260.jpg,69,198,100,215,bird
./data/images/000000017260.jpg,159,178,183,198,bird
./data/images/000000017260.jpg,216,122,245,139,bird
./data/images/000000017260.jpg,26,111,626,282,bird
./data/images/000000017392.jpg,527,225,569,242,bird
./data/images/000000017392.jpg,477,306,533,327,bird
./data/images/000000017392.jpg,426,298,466,318,bird
./data/images/000000017392.jpg,329,240,338,245,bird
./data/images/000000017392.jpg,235,286,302,325,bird
./data/images/000000017392.jpg,134,301,174,316,bird
./data/images/000000017392.jpg,120,298,177,326,bird
./data/images/000000017392.jpg,537,307,562,326,bird
./data/images/000000017392.jpg,372,233,397,247,bird
./data/images/000000017392.jpg,347,266,364,272,bird
./data/images/000000017392.jpg,206,221,217,231,bird
./data/images/000000017392.jpg,245,211,253,220,bird
./data/images/000000017392.jpg,287,206,294,217,bird
./data/images/000000017392.jpg,304,204,311,210,bird
./data/images/000000017392.jpg,305,302,354,327,bird
./data/images/000000017392.jpg,342,200,351,213,bird
./data/images/000000017392.jpg,414,104,468,122,bird
./data/images/000000017392.jpg,300,56,308,64,bird
./data/images/000000017392.jpg,1,10,620,332,bird
./data/images/000000017474.jpg,456,276,462,287,bird
./data/images/000000017629.jpg,26,44,306,312,bird
./data/images/000000017708.jpg,313,225,361,274,bird
./data/images/000000017708.jpg,35,142,42,146,bird
./data/images/000000017756.jpg,307,219,339,237,bird
./data/images/000000017778.jpg,267,226,398,273,bird
./data/images/000000017778.jpg,242,219,284,292,bird
./data/images/000000018022.jpg,120,160,127,165,bird
./data/images/000000018022.jpg,99,156,116,165,bird
./data/images/000000018022.jpg,314,179,325,186,bird
./data/images/000000018022.jpg,317,186,330,190,bird
./data/images/000000018022.jpg,350,185,368,194,bird
./data/images/000000018022.jpg,316,235,323,242,bird
./data/images/000000018022.jpg,300,173,308,183,bird
./data/images/000000018022.jpg,134,287,139,292,bird
./data/images/000000018022.jpg,379,218,383,223,bird
./data/images/000000018022.jpg,80,178,86,182,bird
./data/images/000000018022.jpg,121,288,127,291,bird
./data/images/000000018022.jpg,339,185,350,190,bird
./data/images/000000018022.jpg,68,172,624,291,bird
./data/images/000000018750.jpg,186,115,196,126,bird
./data/images/000000018750.jpg,233,186,242,195,bird
./data/images/000000018750.jpg,246,179,250,187,bird
./data/images/000000019151.jpg,22,20,413,526,bird
./data/images/000000019404.jpg,351,129,514,376,bird
./data/images/000000019558.jpg,282,178,343,262,bird
./data/images/000000019608.jpg,64,416,156,597,bird
./data/images/000000019783.jpg,41,66,420,197,bird
./data/images/000000019783.jpg,2,98,153,197,bird
./data/images/000000019783.jpg,366,271,500,357,bird
./data/images/000000019783.jpg,176,311,388,375,bird
./data/images/000000020371.jpg,120,156,390,532,bird
./data/images/000000020446.jpg,294,153,508,296,bird
./data/images/000000020541.jpg,180,223,309,287,bird
./data/images/000000020541.jpg,189,33,311,106,bird
./data/images/000000020541.jpg,215,335,300,426,bird
./data/images/000000020608.jpg,575,260,599,306,bird
./data/images/000000020677.jpg,74,92,308,217,bird
./data/images/000000021003.jpg,445,273,556,340,bird
./data/images/000000021408.jpg,309,148,430,361,bird
./data/images/000000021599.jpg,268,268,283,297,bird
./data/images/000000021599.jpg,94,185,131,214,bird
./data/images/000000021599.jpg,146,240,177,281,bird
./data/images/000000021599.jpg,227,314,249,339,bird
./data/images/000000021599.jpg,261,217,290,251,bird
./data/images/000000021599.jpg,95,256,121,290,bird
./data/images/000000021599.jpg,144,325,154,347,bird
./data/images/000000021599.jpg,327,218,346,242,bird
./data/images/000000021599.jpg,210,181,242,217,bird
./data/images/000000021599.jpg,213,358,240,389,bird
./data/images/000000021599.jpg,289,280,308,311,bird
./data/images/000000021599.jpg,289,328,310,366,bird
./data/images/000000021599.jpg,38,341,67,369,bird
./data/images/000000021599.jpg,11,274,163,458,bird
./data/images/000000022142.jpg,203,164,268,363,bird
./data/images/000000022142.jpg,335,259,399,326,bird
./data/images/000000022174.jpg,193,17,198,20,bird
./data/images/000000022174.jpg,178,13,182,16,bird
./data/images/000000022174.jpg,191,12,194,15,bird
./data/images/000000022174.jpg,199,11,203,14,bird
./data/images/000000022174.jpg,174,15,176,19,bird
./data/images/000000022174.jpg,186,27,189,30,bird
./data/images/000000022174.jpg,188,13,191,17,bird
./data/images/000000022174.jpg,212,9,214,11,bird
./data/images/000000022174.jpg,163,2,165,6,bird
./data/images/000000022278.jpg,142,86,160,103,bird
./data/images/000000022298.jpg,357,5,365,31,bird
./data/images/000000022488.jpg,269,187,332,262,bird
./data/images/000000022907.jpg,259,101,449,237,bird
./data/images/000000022907.jpg,506,173,577,278,bird
./data/images/000000022907.jpg,325,213,404,274,bird
./data/images/000000023255.jpg,59,181,121,261,bird
./data/images/000000023419.jpg,408,256,554,405,bird
./data/images/000000023544.jpg,402,95,422,147,bird
./data/images/000000023544.jpg,352,168,383,207,bird
./data/images/000000023544.jpg,585,46,612,83,bird
./data/images/000000023954.jpg,87,31,110,69,bird
./data/images/000000023954.jpg,463,40,495,72,bird
./data/images/000000023954.jpg,510,38,532,59,bird
./data/images/000000023954.jpg,27,58,54,108,bird
./data/images/000000023954.jpg,51,35,68,51,bird
./data/images/000000023954.jpg,53,22,76,38,bird
./data/images/000000023954.jpg,31,41,48,61,bird
./data/images/000000023954.jpg,83,25,101,39,bird
./data/images/000000023954.jpg,486,55,523,93,bird
./data/images/000000023954.jpg,177,31,196,40,bird
./data/images/000000023954.jpg,495,13,510,30,bird
./data/images/000000023954.jpg,397,17,439,41,bird
./data/images/000000023954.jpg,523,40,545,74,bird
./data/images/000000023954.jpg,124,31,138,54,bird
./data/images/000000023954.jpg,547,37,588,60,bird
./data/images/000000023954.jpg,1,1,639,98,bird
./data/images/000000024150.jpg,191,208,232,249,bird
./data/images/000000024699.jpg,153,44,157,48,bird
./data/images/000000024699.jpg,131,86,134,88,bird
./data/images/000000024699.jpg,204,86,208,89,bird
./data/images/000000024699.jpg,198,77,201,79,bird
./data/images/000000024699.jpg,278,25,282,30,bird
./data/images/000000024699.jpg,145,93,148,96,bird
./data/images/000000024699.jpg,213,56,216,59,bird
./data/images/000000024699.jpg,217,79,221,83,bird
./data/images/000000024699.jpg,288,24,291,29,bird
./data/images/000000024699.jpg,257,28,262,31,bird
./data/images/000000024699.jpg,51,130,58,139,bird
./data/images/000000024699.jpg,17,51,425,155,bird
./data/images/000000025024.jpg,27,231,103,246,bird
./data/images/000000025360.jpg,14,42,611,340,bird
./data/images/000000025485.jpg,344,269,416,306,bird
./data/images/000000025515.jpg,182,137,553,473,bird
./data/images/000000025515.jpg,51,111,174,316,bird
./data/images/000000025516.jpg,195,74,403,356,bird
./data/images/000000025552.jpg,464,142,504,182,bird
./data/images/000000025895.jpg,352,172,374,213,bird
./data/images/000000025895.jpg,202,85,463,205,bird
./data/images/000000025959.jpg,124,45,493,369,bird
./data/images/000000026010.jpg,64,197,287,345,bird
./data/images/000000026129.jpg,50,102,58,109,bird
./data/images/000000026129.jpg,24,103,35,109,bird
./data/images/000000026129.jpg,427,96,440,103,bird
./data/images/000000026129.jpg,453,96,466,102,bird
./data/images/000000026129.jpg,610,90,620,100,bird
./data/images/000000026129.jpg,541,93,550,101,bird
./data/images/000000026129.jpg,495,98,508,102,bird
./data/images/000000026129.jpg,627,95,633,100,bird
./data/images/000000026488.jpg,108,277,151,309,bird
./data/images/000000026488.jpg,95,261,124,298,bird
./data/images/000000026488.jpg,171,285,227,305,bird
./data/images/000000026504.jpg,13,274,359,418,bird
./data/images/000000026598.jpg,546,209,565,232,bird
./data/images/000000026598.jpg,523,213,537,232,bird
./data/images/000000026713.jpg,188,227,223,261,bird
./data/images/000000026713.jpg,217,227,234,256,bird
./data/images/000000026713.jpg,74,232,85,267,bird
./data/images/000000026713.jpg,65,181,77,203,bird
./data/images/000000026713.jpg,231,216,255,259,bird
./data/images/000000026713.jpg,269,219,285,257,bird
./data/images/000000026836.jpg,194,188,478,285,bird
./data/images/000000026836.jpg,64,127,273,192,bird
./data/images/000000026836.jpg,368,35,594,130,bird
./data/images/000000026970.jpg,177,34,399,376,bird
./data/images/000000027252.jpg,568,136,577,142,bird
./data/images/000000027538.jpg,328,146,427,273,bird
./data/images/000000027538.jpg,181,159,327,229,bird
./data/images/000000027725.jpg,322,91,425,232,bird
./data/images/000000027725.jpg,402,126,610,315,bird
./data/images/000000028134.jpg,129,196,329,581,bird
./data/images/000000028167.jpg,294,197,332,229,bird
./data/images/000000028607.jpg,419,116,434,122,bird
./data/images/000000028607.jpg,277,195,317,209,bird
./data/images/000000028607.jpg,212,13,225,21,bird
./data/images/000000029160.jpg,211,20,556,220,bird
./data/images/000000029465.jpg,288,171,388,235,bird
./data/images/000000029465.jpg,632,107,640,138,bird
./data/images/000000029501.jpg,409,125,415,129,bird
./data/images/000000029501.jpg,394,123,404,132,bird
./data/images/000000029501.jpg,454,122,460,125,bird
./data/images/000000029501.jpg,40,208,57,222,bird
./data/images/000000029501.jpg,309,130,316,137,bird
./data/images/000000029501.jpg,466,122,470,125,bird
./data/images/000000029501.jpg,119,129,132,134,bird
./data/images/000000029616.jpg,202,166,534,334,bird
./data/images/000000029622.jpg,63,29,369,257,bird
./data/images/000000029853.jpg,164,130,464,479,bird
./data/images/000000030054.jpg,161,254,192,289,bird
./data/images/000000030054.jpg,61,282,94,311,bird
./data/images/000000030054.jpg,445,275,476,304,bird
./data/images/000000030054.jpg,332,214,352,251,bird
./data/images/000000030054.jpg,483,231,507,277,bird
./data/images/000000030196.jpg,378,147,513,348,bird
./data/images/000000030353.jpg,609,322,621,342,bird
./data/images/000000030457.jpg,206,56,640,341,bird
./data/images/000000030565.jpg,577,423,610,434,bird
./data/images/000000030565.jpg,164,402,180,411,bird
./data/images/000000030565.jpg,206,400,228,411,bird
./data/images/000000030565.jpg,187,400,199,409,bird
./data/images/000000030668.jpg,559,204,577,219,bird
./data/images/000000030668.jpg,432,18,462,28,bird
./data/images/000000030681.jpg,576,181,585,188,bird
./data/images/000000030681.jpg,591,184,600,189,bird
./data/images/000000030681.jpg,623,176,627,178,bird
./data/images/000000030681.jpg,619,170,626,175,bird
./data/images/000000030681.jpg,550,178,559,183,bird
./data/images/000000030681.jpg,539,175,548,179,bird
./data/images/000000030681.jpg,538,170,545,173,bird
./data/images/000000031010.jpg,0,99,428,633,bird
./data/images/000000031334.jpg,86,132,399,396,bird
./data/images/000000031334.jpg,288,128,583,356,bird
./data/images/000000031396.jpg,173,122,375,401,bird
./data/images/000000031678.jpg,455,267,478,283,bird
./data/images/000000031733.jpg,70,252,203,368,bird
./data/images/000000032061.jpg,551,24,640,103,bird
./data/images/000000032061.jpg,504,0,598,22,bird
./data/images/000000032061.jpg,0,0,63,52,bird
./data/images/000000032061.jpg,352,421,383,480,bird
./data/images/000000032061.jpg,527,437,589,479,bird
./data/images/000000032061.jpg,557,238,589,294,bird
./data/images/000000032468.jpg,129,198,378,358,bird
./data/images/000000033425.jpg,184,236,292,330,bird
./data/images/000000033425.jpg,93,260,192,344,bird
./data/images/000000033425.jpg,21,250,138,347,bird
./data/images/000000033425.jpg,174,235,260,299,bird
./data/images/000000033425.jpg,0,337,98,421,bird
./data/images/000000033425.jpg,109,229,184,283,bird
./data/images/000000033425.jpg,37,242,136,264,bird
./data/images/000000033425.jpg,0,201,16,242,bird
./data/images/000000033425.jpg,383,263,487,338,bird
./data/images/000000033425.jpg,0,261,28,301,bird
./data/images/000000033425.jpg,319,262,426,332,bird
./data/images/000000033425.jpg,48,219,423,295,bird
./data/images/000000033532.jpg,20,65,545,358,bird
./data/images/000000033717.jpg,388,122,459,174,bird
./data/images/000000033799.jpg,88,206,258,551,bird
./data/images/000000033799.jpg,175,78,305,205,bird
./data/images/000000033850.jpg,193,120,446,318,bird
./data/images/000000033940.jpg,138,194,573,340,bird
./data/images/000000033992.jpg,9,156,340,474,bird
./data/images/000000033992.jpg,347,112,624,334,bird
./data/images/000000033992.jpg,335,2,478,120,bird
./data/images/000000033992.jpg,7,83,166,208,bird
./data/images/000000034061.jpg,288,441,369,468,bird
./data/images/000000034522.jpg,121,151,541,428,bird
./data/images/000000034535.jpg,194,227,216,237,bird
./data/images/000000034535.jpg,191,74,205,87,bird
./data/images/000000034571.jpg,191,73,210,90,bird
./data/images/000000034571.jpg,216,97,240,106,bird
./data/images/000000034571.jpg,216,85,240,96,bird
./data/images/000000034571.jpg,164,95,180,109,bird
